CONSOLIDATED	VERSIÓN	en-es
REPUBLIC,	PORTUGUESA,	en-es
HER	SU	en-es
MAJESTY	MAJESTAD	en-es
THE	LA	en-es
QUEEN	REINA	en-es
OF		en-es
THE	DEL	en-es
UNITED	REINO	en-es
KINGDOM	UNIDO	en-es
OF	DE	en-es
GREAT	GRAN	en-es
BRITAIN	BRETANA	en-es
	E IRLANDA	en-es
AND	DEL	en-es
NORTHERN	NORTE	en-es
IRELAND,	(1),	en-es
(1) RESOLVED	RESUELTOS	en-es
to	a salvar	en-es
mark	una	en-es
a new	nueva	en-es
stage	etapa	en-es
in	en	en-es
the	el	en-es
process	proceso	en-es
of	de	en-es
European	integración	en-es
integration	europea	en-es
undertaken	emprendido	en-es
with	con	en-es
the	la	en-es
establishment	constitución	en-es
of	de	en-es
the	las	en-es
European		en-es
Communities,	Comunidades	en-es
DRAWING	Europeas,	en-es
INSPIRATION	INSPIRÁNDOSE	en-es
from	en	en-es
the	la	en-es
	herencia	en-es
cultural,	cultural,	en-es
religious	religiosa	en-es
and humanist	y humanista	en-es
inheritance		en-es
of	de	en-es
	Europa,	en-es
Europe,	a partir	en-es
from	de la	en-es
which	cual	en-es
	se	en-es
have	han	en-es
developed	desarrollado	en-es
the	los	en-es
universal	valores	en-es
values	universales	en-es
of	de	en-es
the	los	en-es
inviolable	derechos	en-es
and		en-es
inalienable	inviolables	en-es
rights	e inalienables	en-es
of	de	en-es
the	la	en-es
	persona,	en-es
human	así	en-es
person,	como la	en-es
freedom,	libertad,	en-es
	la	en-es
democracy,	democracia,	en-es
	la	en-es
equality	igualdad	en-es
and	y el	en-es
the rule	Estado	en-es
of	de	en-es
law,	Derecho,	en-es
RECALLING	RECORDANDO	en-es
the	la	en-es
historic		en-es
importance	importancia	en-es
	histórica	en-es
of	de	en-es
the	que	en-es
ending		en-es
of	la	en-es
the		en-es
division	división	en-es
of	del	en-es
the	continente	en-es
European	europeo	en-es
	haya	en-es
	tocado	en-es
continent	a su fin	en-es
and	y la	en-es
the need	necesidad	en-es
to	de	en-es
create	sentar	en-es
firm	unas	en-es
bases	bases	en-es
	firmes	en-es
for	para	en-es
the	la	en-es
construction	construcción	en-es
of	de	en-es
the	la	en-es
future	futura	en-es
Europe,	Europa,	en-es
CONFIRMING	CONFIRMANDO	en-es
their	su	en-es
attachment	adhesión	en-es
to		en-es
the	a los	en-es
principles	principios	en-es
of	de	en-es
liberty,	libertad,	en-es
democracy	democracia	en-es
and	y respeto	en-es
respect	de	en-es
for	los	en-es
human	derechos	en-es
rights	humanos	en-es
and	y de	en-es
fundamental	las libertades	en-es
freedoms	fundamentales	en-es
and	y del	en-es
of the	Estado	en-es
rule		en-es
of	de	en-es
law,	Derecho,	en-es
CONFIRMING	CONFIRMANDO	en-es
their	su	en-es
attachment	adhesión	en-es
to	a los	en-es
fundamental	derechos	en-es
social	sociales	en-es
	fundamentales	en-es
rights	tal	en-es
as	y como	en-es
	se	en-es
defined	definen	en-es
in	en	en-es
the	la	en-es
European	Carta	en-es
Social	Social	en-es
Charter	Europea	en-es
signed	firmada	en-es
at	en	en-es
Turin	Turín	en-es
on	el	en-es
18 October	18 de octubre	en-es
	de	en-es
1961 and	1961 y en	en-es
	la	en-es
	Carta	en-es
	comunitaria	en-es
in	de	en-es
the	los	en-es
1989 Community	derechos	en-es
Charter	sociales	en-es
	fundamentales	en-es
of	de	en-es
the	los	en-es
Fundamental		en-es
Social Rights	trabajadores,	en-es
of	de	en-es
Workers,	1989,	en-es
DESIRING	DESEANDO	en-es
to deepen	acrecentar	en-es
the	la	en-es
solidarity	solidaridad	en-es
between	entre	en-es
their	sus	en-es
peoples	pueblos,	en-es
while	dentro	en-es
	del	en-es
respecting	respeto de	en-es
their	su	en-es
history,	historia,	en-es
their	de su	en-es
culture	cultura	en-es
and	y de	en-es
their	sus	en-es
traditions,	tradiciones,	en-es
DESIRING	DESEANDO	en-es
	fortalecer	en-es
to	el	en-es
enhance further	funcionamiento	en-es
the democratic	democrático	en-es
and efficient	y eficaz	en-es
functioning		en-es
of	de	en-es
the	las	en-es
institutions	instituciones,	en-es
so	con	en-es
as	el	en-es
to	fin	en-es
enable	de que	en-es
them	puedan	en-es
	desempenar	en-es
better	mejor	en-es
to	las	en-es
carry	misiones	en-es
out,	que	en-es
within	les	en-es
a single	son	en-es
institutional	encomendadas,	en-es
framework,	dentro de	en-es
the	un	en-es
tasks	marco	en-es
entrusted to	institucional	en-es
them,	único,	en-es
RESOLVED	RESUELTOS	en-es
to achieve	a lograr	en-es
the	el	en-es
strengthening	refuerzo	en-es
and	y la	en-es
the convergence	convergencia	en-es
of	de	en-es
their	sus	en-es
economies	economías	en-es
and	y a crear	en-es
to	una	en-es
establish	unión	en-es
an economic	económica	en-es
and monetary	y monetaria	en-es
union	que	en-es
including,	incluya,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	lo	en-es
provisions	dispuesto	en-es
of	en	en-es
this	el	en-es
	presente	en-es
Treaty	Tratado	en-es
and	y en	en-es
of	el	en-es
the		en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union,	Europea,	en-es
a single	una	en-es
and	moneda	en-es
stable	estable	en-es
currency,	única,	en-es
DETERMINED	DECIDIDOS	en-es
to promote	a promover el	en-es
economic	progreso	en-es
and		en-es
social	social	en-es
progress	y económico	en-es
for	de	en-es
their	sus	en-es
peoples,	pueblos,	en-es
taking	teniendo	en-es
into	en	en-es
account	cuenta	en-es
the	el	en-es
principle	principio	en-es
of	de	en-es
sustainable	desarrollo	en-es
development	sostenible,	en-es
and		en-es
within	dentro	en-es
the		en-es
context		en-es
of	de	en-es
the	la	en-es
accomplishment	realización	en-es
of		en-es
the	del	en-es
internal		en-es
market	mercado	en-es
	interior	en-es
and	y del	en-es
	fortalecimiento	en-es
of	de	en-es
reinforced	la	en-es
cohesion	cohesión	en-es
and	y de	en-es
environmental	la protección	en-es
protection,	del medio	en-es
	ambiente,	en-es
and to	y a desarrollar	en-es
implement	políticas	en-es
policies	que	en-es
ensuring	garanticen	en-es
that	que	en-es
	los	en-es
advances	avances	en-es
in	en	en-es
	la	en-es
economic	integración	en-es
integration	económica	en-es
are	vayan	en-es
accompanied	acompanados	en-es
by	de	en-es
parallel	progresos	en-es
progress	paralelos	en-es
in	en	en-es
other	otros	en-es
fields,	ámbitos,	en-es
(1) The	(1) Posteriormente, la	en-es
Republic	República	en-es
of	de	en-es
Bulgaria,	Bulgaria,	en-es
the	la	en-es
Czech	República	en-es
Republic,	Checa,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Estonia,	Estonia,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Cyprus,	Chipre,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Latvia,	Letonia,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Lithuania,	Lituania,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Hungary,	Hungría,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Malta,	Malta,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Austria,	Austria,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Poland,	Polonia,	en-es
Romania,	Rumanía,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Slovenia,	Eslovenia,	en-es
the	la	en-es
Slovak	República	en-es
Republic,	Eslovaca,	en-es
the	la	en-es
Republic	República	en-es
of	de	en-es
Finland	Finlandia	en-es
and	y el	en-es
the		en-es
Kingdom	Reino	en-es
of	de	en-es
Sweden	Suecia	en-es
have since	pasaron	en-es
become	a ser	en-es
members	miembros	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union.	Europea.	en-es
C 115/16	C 115/16	en-es
EN	ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
9.5.2008 RESOLVED	9.5.2008 RESUELTOS	en-es
to	a crear	en-es
establish	una	en-es
a citizenship	ciudadanía	en-es
common	común	en-es
to	a los	en-es
nationals	nacionales	en-es
of	de	en-es
their	sus	en-es
countries,	países,	en-es
RESOLVED	RESUELTOS	en-es
to	a desarrollar	en-es
implement	una	en-es
a common	política	en-es
foreign	exterior	en-es
and	y de	en-es
security	seguridad	en-es
policy	común	en-es
including	que incluya	en-es
the	la	en-es
progressive	definición	en-es
framing	progresiva	en-es
of	de	en-es
	una	en-es
a common	política	en-es
	de	en-es
defence	defensa	en-es
policy,	común	en-es
which	que	en-es
might	podría	en-es
lead	conducir	en-es
to	a una	en-es
	defensa	en-es
a common	común	en-es
defence		en-es
in	de	en-es
accordance	acuerdo	en-es
with	con	en-es
the	las	en-es
provisions	disposiciones	en-es
of	del	en-es
Article	artículo	en-es
42,	42,	en-es
thereby	reforzando	en-es
reinforcing	así	en-es
the	la	en-es
European		en-es
identity	identidad	en-es
and	y la	en-es
its independence	independencia europeas con	en-es
in	el	en-es
order	fin	en-es
to	de	en-es
promote	fomentar	en-es
peace,	la paz,	en-es
	la	en-es
security	seguridad	en-es
and	y el	en-es
progress	progreso	en-es
in	en	en-es
Europe	Europa	en-es
and	y en	en-es
in	el	en-es
the		en-es
world,	mundo,	en-es
RESOLVED	RESUELTOS	en-es
to facilitate	a facilitar	en-es
the	la	en-es
free	libre	en-es
movement	circulación	en-es
of	de	en-es
persons,	personas,	en-es
	garantizando	en-es
	al	en-es
while	mismo	en-es
ensuring	tiempo	en-es
the	la	en-es
safety	seguridad	en-es
and	y la	en-es
security	protección	en-es
of	de	en-es
	sus	en-es
their	pueblos,	en-es
peoples,	mediante	en-es
by	el	en-es
establishing	establecimiento	en-es
	de	en-es
an	un	en-es
area	espacio	en-es
of	de	en-es
freedom,	libertad,	en-es
security	seguridad	en-es
and justice,	y justicia,	en-es
in	de	en-es
accordance	conformidad	en-es
with	con	en-es
the	las	en-es
provisions	disposiciones	en-es
of	del	en-es
this	presente	en-es
Treaty	Tratado	en-es
and	y del	en-es
	Tratado	en-es
of	de	en-es
the		en-es
Treaty		en-es
on the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union,	Europea,	en-es
RESOLVED	RESUELTOS	en-es
to continue	a continuar	en-es
the	el	en-es
process	proceso	en-es
of	de	en-es
creating	creación	en-es
an	de	en-es
	una	en-es
	unión	en-es
	cada	en-es
ever	vez	en-es
closer	más	en-es
union	estrecha	en-es
among	entre	en-es
the	los	en-es
peoples	pueblos	en-es
of	de	en-es
Europe,	Europa,	en-es
in	en	en-es
which	la que	en-es
	las	en-es
decisions	decisiones	en-es
are	se	en-es
taken	tomen	en-es
as	de	en-es
closely	la forma	en-es
as	más	en-es
	próxima	en-es
possible	posible	en-es
to	a los	en-es
the citizen	ciudadanos,	en-es
in	de	en-es
accordance	acuerdo	en-es
with	con	en-es
the	el	en-es
principle	principio	en-es
of	de	en-es
subsidiarity,	subsidiariedad,	en-es
IN	ANTE	en-es
VIEW	LA	en-es
	PERSPECTIVA	en-es
of	de	en-es
	las	en-es
further	ulteriores	en-es
steps	etapas	en-es
to	que	en-es
	habrá	en-es
be	que	en-es
taken	salvar	en-es
	para	en-es
	avanzar	en-es
in	en	en-es
order	la	en-es
to	vía	en-es
advance	de la	en-es
European	integración	en-es
integration,	europea,	en-es
HAVE	HAN	en-es
DECIDED	DECIDIDO	en-es
to	crear	en-es
establish	una	en-es
a European	Unión	en-es
Union	Europea	en-es
and	y han	en-es
	designado	en-es
to	con	en-es
this	tal	en-es
end	fin	en-es
have		en-es
designated		en-es
as	como	en-es
	plenipotenciarios:	en-es
their	(no se	en-es
Plenipotentiaries:	reproduce la	en-es
(List	lista	en-es
of	de	en-es
	los	en-es
plenipotentiaries	plenipotenciarios)	en-es
not	QUIENES,	en-es
reproduced)	después	en-es
WHO,	de	en-es
having	haber	en-es
exchanged	intercambiado	en-es
their	sus	en-es
full	plenos	en-es
powers,	poderes,	en-es
found	reconocidos	en-es
in	en	en-es
good	buena	en-es
and due	y debida	en-es
form,	forma,	en-es
have	han	en-es
agreed	convenido	en-es
as	las	en-es
follows:	disposiciones	en-es
TITLE	siguientes.	en-es
I COMMON	TÍTULO	en-es
PROVISIONS	I DISPOSICIONES	en-es
Article	COMUNES	en-es
	Artículo	en-es
1 (ex	1 (antiguo	en-es
Article	artículo	en-es
1 TEU)	1 TUE)	en-es
(1) By	(1) Por	en-es
this	el	en-es
	presente	en-es
Treaty,	Tratado,	en-es
the	las	en-es
HIGH	ALTAS	en-es
CONTRACTING	PARTES	en-es
PARTIES	CONTRATANTES	en-es
establish	constituyen	en-es
among	entre	en-es
themselves	sí una	en-es
a EUROPEAN	UNIÓN	en-es
UNION,	EUROPEA,	en-es
hereinafter	en lo	en-es
called	sucesivo	en-es
‘the	denominada	en-es
Union’	«Unión»,	en-es
on	a la	en-es
which	que	en-es
the	los	en-es
Member	Estados	en-es
States	miembros	en-es
confer	atribuyen	en-es
competences	competencias	en-es
to	para	en-es
attain	alcanzar	en-es
	sus	en-es
objectives	objetivos	en-es
they have	comunes.	en-es
in	El	en-es
common.	presente	en-es
This	Tratado	en-es
Treaty	constituye	en-es
marks	una	en-es
a new	nueva	en-es
stage	etapa	en-es
in	en	en-es
the	el	en-es
process	proceso	en-es
	creador	en-es
of	de	en-es
creating	una unión	en-es
an	cada	en-es
ever	vez	en-es
closer	más	en-es
union	estrecha	en-es
among	entre	en-es
the	los	en-es
peoples	pueblos	en-es
of	de	en-es
Europe,	Europa,	en-es
in	en	en-es
	la	en-es
which	cual	en-es
decisions		en-es
are	las	en-es
taken as	decisiones	en-es
openly	serán	en-es
as		en-es
possible	tomadas	en-es
and	de	en-es
as	la	en-es
closely	forma	en-es
as	más	en-es
possible	abierta	en-es
to	y próxima	en-es
the	a los	en-es
citizen.	ciudadanos	en-es
	que	en-es
The	sea	en-es
Union	posible.	en-es
	La	en-es
shall	Unión	en-es
be	se	en-es
founded	fundamenta	en-es
on	en	en-es
the	el	en-es
present	presente	en-es
Treaty	Tratado	en-es
and	y en	en-es
on	el	en-es
the		en-es
Treaty	Tratado	en-es
on	de	en-es
the Functioning	Funcionamiento	en-es
of	de	en-es
the	la	en-es
European		en-es
Union	Unión	en-es
(hereinafter		en-es
referred	Europea	en-es
to	(en	en-es
as	lo	en-es
‘the	sucesivo	en-es
Treaties’).	denominados	en-es
Those	«los	en-es
two Treaties	Tratados»).	en-es
shall	Ambos	en-es
	Tratados	en-es
have	tienen	en-es
the	el	en-es
same	mismo	en-es
legal	valor	en-es
value.	jurídico.	en-es
The	La	en-es
Union	Unión	en-es
shall replace	sustituirá	en-es
and succeed	y sucederá	en-es
the	a la	en-es
European	Comunidad	en-es
Community.	Europea.	en-es
(1) These	(1) Esta	en-es
references	referencia	en-es
are	es	en-es
merely	indicativa.	en-es
indicative.	Para	en-es
For	una	en-es
more	más	en-es
ample	amplia	en-es
information,	información,	en-es
please	véanse	en-es
refer		en-es
to		en-es
the	las	en-es
tables	tablas	en-es
of	de	en-es
equivalences	correspondencias	en-es
between	entre	en-es
the	la	en-es
old	antigua	en-es
and	y la	en-es
the new	nueva	en-es
numbering	numeración	en-es
of	de	en-es
the	los	en-es
Treaties.	Tratados.	en-es
9.5.2008 EN	9.5.2008 ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
C 115/17	C 115/17	en-es
Article	Artículo	en-es
2 The	2 La	en-es
Union	Unión	en-es
is	se	en-es
founded	fundamenta	en-es
on	en	en-es
the	los	en-es
values	valores	en-es
of	de	en-es
respect	respeto	en-es
for	de	en-es
human	la	en-es
dignity,	dignidad	en-es
freedom,	humana,	en-es
democracy,	libertad,	en-es
equality,	democracia,	en-es
the	igualdad,	en-es
rule	Estado	en-es
of	de	en-es
law	Derecho	en-es
and	y respeto	en-es
respect	de	en-es
for	los	en-es
human	derechos	en-es
rights,	humanos,	en-es
including	incluidos	en-es
the	los	en-es
rights	derechos	en-es
of	de	en-es
	las	en-es
persons	personas	en-es
belonging	pertenecientes	en-es
to minorities.	a minorías.	en-es
These	Estos	en-es
values	valores	en-es
are	son	en-es
common to	comunes	en-es
the	a los	en-es
Member	Estados	en-es
States	miembros	en-es
in	en	en-es
	una	en-es
a society	sociedad	en-es
	caracterizada	en-es
in	por	en-es
which	el	en-es
pluralism,	pluralismo,	en-es
non-discrimination,	la no discriminación, la	en-es
tolerance,	tolerancia,	en-es
	la	en-es
justice,	justicia,	en-es
	la	en-es
solidarity	solidaridad	en-es
and	y la	en-es
equality	igualdad	en-es
between	entre	en-es
women	mujeres	en-es
and men	y hombres.	en-es
prevail.	Artículo	en-es
Article 3 (ex	3 (antiguo	en-es
Article	artículo	en-es
2 TEU)	2 TUE)	en-es
1. The	1. La	en-es
Union's	Unión	en-es
aim	tiene	en-es
is	como	en-es
to	finalidad	en-es
promote	promover	en-es
peace,	la paz,	en-es
its	sus	en-es
values	valores	en-es
and	y el	en-es
the		en-es
well-being	bienestar	en-es
of	de	en-es
its	sus	en-es
peoples.	pueblos.	en-es
2. The	2. La	en-es
Union	Unión	en-es
shall offer	ofrecerá	en-es
its	a sus	en-es
citizens	ciudadanos	en-es
an	un	en-es
area	espacio	en-es
of	de	en-es
freedom,	libertad,	en-es
security	seguridad	en-es
and justice	y justicia	en-es
without	sin	en-es
internal	fronteras	en-es
frontiers,	interiores,	en-es
in	en	en-es
	el	en-es
	que	en-es
which	esté	en-es
	garantizada	en-es
the	la	en-es
free	libre	en-es
movement	circulación	en-es
of	de	en-es
persons		en-es
is ensured	personas	en-es
in conjunction	conjuntamente	en-es
with	con	en-es
appropriate	medidas	en-es
measures	adecuadas	en-es
with	en	en-es
respect	materia	en-es
to	de	en-es
external	control	en-es
border	de las	en-es
controls,	fronteras	en-es
	exteriores,	en-es
asylum,	asilo,	en-es
immigration	inmigración	en-es
and	y de	en-es
the prevention	prevención	en-es
and	y lucha	en-es
combating	contra	en-es
of	la	en-es
crime.	delincuencia.	en-es
3. The	3. La	en-es
Union		en-es
shall	Unión	en-es
establish	establecerá	en-es
an	un	en-es
internal	mercado	en-es
market.	interior.	en-es
It shall	Obrará	en-es
work	en	en-es
for	pro	en-es
the	del	en-es
sustainable	desarrollo	en-es
development	sostenible	en-es
of	de	en-es
Europe	Europa	en-es
based	basado	en-es
on	en	en-es
	un	en-es
balanced	crecimiento	en-es
economic	económico	en-es
growth	equilibrado	en-es
and	y en	en-es
	la	en-es
	estabilidad	en-es
price	de los	en-es
stability,	precios,	en-es
a highly	en una	en-es
competitive	economía	en-es
social	social	en-es
	de	en-es
market	mercado	en-es
economy,	altamente	en-es
	competitiva,	en-es
aiming	tendente	en-es
at	al	en-es
full	pleno	en-es
employment	empleo	en-es
and	y al	en-es
social	progreso	en-es
progress,	social,	en-es
and	y en	en-es
a high	un	en-es
level	nivel	en-es
	elevado	en-es
of	de	en-es
protection	protección	en-es
and improvement	y mejora	en-es
of	de	en-es
the	la	en-es
quality	calidad	en-es
of	del	en-es
the	medio	en-es
	ambiente.	en-es
	Asimismo,	en-es
environment.	promoverá	en-es
It	el	en-es
shall		en-es
promote	progreso	en-es
scientific	científico	en-es
and	y técnico.	en-es
technological	La Unión	en-es
advance.	combatirá	en-es
It	la	en-es
shall combat	exclusión	en-es
social	social	en-es
exclusion		en-es
and	y la	en-es
discrimination,	discriminación	en-es
and	y fomentará	en-es
shall	la	en-es
promote		en-es
social		en-es
justice	justicia	en-es
and	y la	en-es
protection,	protección	en-es
	sociales,	en-es
	la	en-es
equality	igualdad	en-es
between	entre	en-es
women	mujeres	en-es
and	y hombres,	en-es
men,	la	en-es
solidarity	solidaridad	en-es
between	entre las	en-es
generations	generaciones	en-es
and	y la	en-es
protection	protección	en-es
of	de	en-es
the	los	en-es
rights of	derechos	en-es
the	del	en-es
child.	nino.	en-es
It	La	en-es
shall	Unión	en-es
promote	fomentará	en-es
	la	en-es
economic,	cohesión	en-es
	económica,	en-es
social	social	en-es
and territorial	y territorial	en-es
cohesion,		en-es
and	y la	en-es
solidarity	solidaridad	en-es
among	entre	en-es
	los	en-es
Member	Estados	en-es
States.	miembros.	en-es
It	La	en-es
shall	Unión	en-es
	respetará	en-es
	la	en-es
respect	riqueza	en-es
	de	en-es
its	su	en-es
rich	diversidad	en-es
cultural	cultural	en-es
	y lingüística	en-es
and	y velará	en-es
linguistic	por la	en-es
diversity,	conservación	en-es
and	y el	en-es
shall ensure	desarrollo	en-es
that	del	en-es
Europe's	patrimonio	en-es
cultural	cultural	en-es
heritage	europeo.	en-es
is		en-es
safeguarded		en-es
and		en-es
enhanced.		en-es
4. The	4. La	en-es
Union		en-es
shall	Unión	en-es
establish	establecerá	en-es
an	una	en-es
	unión	en-es
economic	económica	en-es
and monetary	y monetaria	en-es
union		en-es
whose	cuya	en-es
currency	moneda	en-es
is	es	en-es
the	el	en-es
euro.	euro.	en-es
5. In	5. En	en-es
its	sus	en-es
relations	relaciones	en-es
with	con	en-es
the	el	en-es
wider	resto	en-es
world,	del	en-es
the	mundo,	en-es
Union	la	en-es
shall	Unión	en-es
uphold	afirmará	en-es
and promote	y promoverá	en-es
its	sus	en-es
values	valores	en-es
and		en-es
interests	e intereses	en-es
and contribute	y contribuirá	en-es
to	a la	en-es
the protection	protección	en-es
of	de	en-es
its	sus	en-es
citizens. It	ciudadanos.	en-es
shall contribute	Contribuirá	en-es
to	a la	en-es
peace,	paz, la	en-es
security,	seguridad,	en-es
the	el	en-es
sustainable	desarrollo	en-es
development	sostenible	en-es
of	del	en-es
the	planeta,	en-es
Earth,	la	en-es
solidarity	solidaridad	en-es
and	y el	en-es
	respeto	en-es
mutual	mutuo	en-es
respect		en-es
among	entre	en-es
	los	en-es
	pueblos,	en-es
	el	en-es
peoples,	comercio	en-es
free	libre	en-es
and	y justo,	en-es
fair	la	en-es
trade, eradication	erradicación	en-es
of	de	en-es
	la	en-es
poverty	pobreza	en-es
and	y la	en-es
the protection	protección	en-es
of	de	en-es
human	los	en-es
rights,	derechos	en-es
in	humanos,	en-es
particular	especialmente	en-es
the	los	en-es
rights of	derechos	en-es
the	del	en-es
child,	nino,	en-es
as		en-es
well	así	en-es
as	como	en-es
to	al	en-es
the strict	estricto	en-es
observance	respeto	en-es
and	y al	en-es
	desarrollo	en-es
the	del	en-es
	Derecho	en-es
development	internacional,	en-es
of	en	en-es
international	particular	en-es
law,	el	en-es
including		en-es
respect	respeto	en-es
for	de	en-es
the	los	en-es
principles	principios	en-es
of	de	en-es
the	la	en-es
United	Carta	en-es
Nations	de las	en-es
Charter.	Naciones	en-es
	Unidas.	en-es
6. The	6. La	en-es
Union	Unión	en-es
shall pursue	perseguirá	en-es
its	sus	en-es
objectives	objetivos	en-es
by	por	en-es
appropriate	los medios	en-es
means	apropiados,	en-es
commensurate	de acuerdo	en-es
with	con	en-es
the	las	en-es
competences	competencias	en-es
which		en-es
are	que	en-es
conferred		en-es
upon	se	en-es
it	le	en-es
	atribuyen	en-es
in	en	en-es
the	los	en-es
Treaties.	Tratados.	en-es
C 115/18	C 115/18	en-es
EN	ES	en-es
Official	Diario	en-es
Journal	Oficial	en-es
of	de	en-es
the	la	en-es
European	Unión	en-es
Union	Europea	en-es
9.5.2008 Article	9.5.2008 Artículo	en-es
4 1. In	4 1. De	en-es
accordance	conformidad	en-es
with	con	en-es
	lo	en-es
	dispuesto	en-es
Article	en el	en-es
	artículo	en-es
5,	5,	en-es
	toda	en-es
competences	competencia	en-es
not	no	en-es
conferred	atribuida	en-es
upon		en-es
the	a la	en-es
Union	Unión	en-es
in	en	en-es
the	los	en-es
Treaties	Tratados	en-es
remain with	corresponde	en-es
the	a los	en-es
Member	Estados	en-es
States.	miembros.	en-es
2. The	2. La	en-es
Union	Unión	en-es
shall respect	respetará	en-es
the	la	en-es
equality	igualdad	en-es
of	de	en-es
	los	en-es
Member	Estados	en-es
States	miembros	en-es
before	ante	en-es
the	los	en-es
Treaties as	Tratados,	en-es
well	así	en-es
as	como	en-es
their	su	en-es
national	identidad	en-es
identities,	nacional,	en-es
inherent in	inherente	en-es
their	a las	en-es
fundamental	estructuras	en-es
structures,	fundamentales	en-es
political	políticas	en-es
and	y constitucionales	en-es
constitutional,	de éstos,	en-es
inclusive	también en	en-es
of	lo	en-es
regional	referente	en-es
and	a la	en-es
	autonomía	en-es
local	local	en-es
self-government.	y regional. Respetará	en-es
It	las	en-es
shall	funciones	en-es
respect	esenciales	en-es
their	del	en-es
essential	Estado,	en-es
State functions,	especialmente	en-es
including	las que	en-es
ensuring	tienen	en-es
the	por	en-es
territorial	objeto	en-es
integrity	garantizar	en-es
of	su	en-es
the State,	integridad	en-es
maintaining	territorial,	en-es
law	mantener	en-es
and	el	en-es
order	orden	en-es
	público	en-es
and	y salvaguardar	en-es
safeguarding	la seguridad	en-es
national		en-es
security.	nacional.	en-es
In	En	en-es
particular,	particular,	en-es
national	la	en-es
security	seguridad	en-es
remains	nacional	en-es
the	seguirá	en-es
sole	siendo	en-es
responsibility	responsabilidad	en-es
	exclusiva	en-es
of	de	en-es
each	cada	en-es
Member	Estado	en-es
State.	miembro.	en-es
3. Pursuant	3. Conforme	en-es
